Wall time,Step,Value
1602430764.887434,0,0.01534175593405962
1602430899.2967873,1,0.009807650931179523
1602431033.8062713,2,0.008925646543502808
1602431168.3992364,3,0.008294320665299892
1602431302.8156502,4,0.007849866524338722
1602431437.2888541,5,0.007302548736333847
1602431571.820873,6,0.006759038195014
1602431706.3912804,7,0.006284899078309536
1602431840.790794,8,0.005888910032808781
1602431975.4223473,9,0.005462100729346275
1602432109.9265933,10,0.005052519962191582
1602432244.3556395,11,0.004693751689046621
1602432378.8389575,12,0.004320505075156689
1602432513.363089,13,0.004007021430879831
1602432647.8024907,14,0.0037130035925656557
1602432782.267262,15,0.0034140553325414658
1602432916.8175719,16,0.003176881466060877
1602433051.4812195,17,0.0029728554654866457
1602433185.9330583,18,0.002752837957814336
1602433320.52443,19,0.002609704853966832
1602433455.336224,20,0.0024328057188540697
1602433589.9664934,21,0.0023224544711411
1602433724.4595454,22,0.002184067852795124
1602433859.4133563,23,0.002074162708595395
1602433994.4122124,24,0.001963437767699361
1602434129.3308492,25,0.0018731792224571109
1602434264.1508753,26,0.0017999219708144665
1602434399.1572092,27,0.0016996936174109578
1602434534.2354107,28,0.0016236226074397564
1602434669.2938573,29,0.0015463130548596382
1602434804.3450692,30,0.0014930119505152106
1602434939.2817774,31,0.0014375356258824468
1602435074.2851732,32,0.0013649611501023173
1602435209.1101344,33,0.0013283699518069625
1602435344.2497225,34,0.0012897881679236889
1602435479.1548645,35,0.0012754953932017088
1602435614.2677882,36,0.0012261582305654883
1602435749.2113183,37,0.001166509697213769
1602435884.154585,38,0.0011476485524326563
1602436019.007282,39,0.0011184543836861849
1602436154.0616462,40,0.0010679548140615225
1602436289.011237,41,0.0010637588566169143
1602436423.9357662,42,0.0010344769107177854
1602436558.841428,43,0.000998829142190516
1602436693.4444833,44,0.0009980013128370047
1602436828.2271547,45,0.0009750353638082743
1602436963.084566,46,0.0009627331746742129
1602437097.8587387,47,0.000930913956835866
1602437232.778157,48,0.000937176460865885
1602437367.658207,49,0.0008999916026368737
1602437502.499595,50,0.0008854836924001575
1602437636.8597152,51,0.0008574241655878723
1602437771.1667128,52,0.0008590865763835609
1602437905.5948377,53,0.0008347362163476646
1602438040.1047919,54,0.0008137315162457526
